competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
Divi,100ml Scalp Serum,okendo,33aa9c64-d49b-45b1-8798-c3abb31e05f9,2026-03-13T11:38:27.674Z,2,Changes,I don’t see much of a difference and I have been using it almost every night for a long time. You can check my account to see how long I have been using this product.,Carole R.,True,False,0,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,f4254f07-3e88-48ff-a1b1-014cfbd6fa28,2026-03-12T20:46:58.415Z,5,Scalp Serum,I do believe it is working,Brigid S.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,b9af360c-a69f-438e-b8d3-b9c3331b4ecb,2026-03-12T16:16:57.463Z,1,Item not received,Still waiting on item…,Glenn D.,True,False,0,"{""age"": ""25-34"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Dry""}"
Divi,30ml Scalp Serum,okendo,b1d997a0-68db-4d6a-9441-f1bfdf62fb3f,2026-03-11T12:20:48.642Z,5,Amazing!,This serum helps my hair feel so healthy and soft! It makes my scalp feel revitalized and fresh. Definitely would recommend.,Megan D.,True,True,0,"{""age"": ""25-34"", ""color_treated"": ""No"", ""hair_concerns"": ""Breakage or Split Ends , Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,bec59943-490c-4b9f-b475-92f80605bc58,2026-03-11T00:27:12.296Z,4,Love So Far,"Love the serum so far, is not oily so can use every day without having to wash my hair. Only been using about 3 weeks so far, so excited to see if it makes a difference in my hair loss.",Kirsten T.,True,True,1,"{""age"": ""45-54"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,95b90121-41a5-4948-affe-9c40922f4123,2026-03-10T23:25:31.096Z,5,Love it,It’s my second bottle just bought the big one,kathryn p.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Oily Scalp"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,Scalp Serum Sample,okendo,1a157286-534b-4661-9e80-fcbc1ffb76eb,2026-03-10T18:27:08.099Z,3,Scalp serum potential rash flare up,If you are prone to eczema on your scalp. You may have a flare up. I haven’t had a flare up in decades and when I tried this it caused a mild flare up within 1st month. I feel I did see regrowth but had to stop using to eczema flare up.,REBECCA S.,True,,0,"{""age"": ""45-54"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Breakage or Split Ends"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,8cae4df8-ffcb-4eb8-ba00-618956ba0246,2026-03-09T20:29:13.947Z,5,Best serum!,Love the smell and the results,Natalia R.,True,True,0,"{""age"": ""25-34"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Oily""}"
Divi,100ml Scalp Serum,okendo,1e173126-6253-4b65-88b6-06be3aeeb6a2,2026-03-09T15:28:56.663Z,5,AMAZING!!!,The ONLY thing that has helped my hair I tried nutraful and so much more but these results are unmatched.,Delaney S.,True,True,0,"{""age"": ""18-24"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Breakage or Split Ends"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,5f0b2300-a642-4a7c-87a0-80edb5f96bd5,2026-03-09T13:15:27.225Z,5,Love it!,This is my second time purchasing this item. I really enjoyed the smell and the way it feels on my scalp. I believe it is making a difference in my hair!,Nathalie M.,True,True,0,"{""age"": ""25-34"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,6886e4a3-6a15-423f-89a1-5e287394359a,2026-03-08T18:50:00.475Z,5,Divi scalp serum,Does DIVI have a spray serum?,Peggy R.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,0e91bc89-65d5-4453-a66e-901be6f460a0,2026-03-06T17:58:48.968Z,4,Little effect,Wish it would work better,eileen y.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,0ca8cbd8-220f-48e6-b020-6ff7386743e3,2026-03-06T13:57:26.439Z,5,Awesome!,I love using this every day!! My scalp used to get to itchy and now it’s not!,Meredith L.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Dry""}"
Divi,100ml Scalp Serum,okendo,1a52159e-d7aa-49df-9ad8-3538f3c03065,2026-03-06T05:51:01.763Z,5,Review of serum,I love it!,Mark N.,True,True,0,"{""age"": ""45-54"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Oily""}"
Divi,100ml Scalp Serum,okendo,b6093096-cf78-4acc-a94e-919b76f79aa4,2026-03-04T16:26:24.756Z,4,Scalp serum,"I’ve been using the serum for about a month now. While I haven’t noticed any changes in growth, I have noticed my hair seems healthier and shinier the next morning. I apply it at night.",Sara N.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Oily Scalp"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Oily""}"
Divi,100ml Scalp Serum,okendo,db64e555-00c1-4089-8e07-9153fe1c7ac6,2026-03-01T14:25:09.566Z,5,AMAZING,"My hairstylist recommended this to me for renewed hair growth. I loved the smaller one so much that I bought the jumbo one. my hair has grown in thicker and my scalp is so healthy now. Thank you, Divi!",Rachel G.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""No"", ""hair_concerns"": ""Oily Scalp, Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Oily""}"
Divi,30ml Scalp Serum,okendo,d1edf199-a749-4464-b8d4-52fbb960ea7a,2026-02-27T22:51:39.279Z,5,Smells amazing,"I would buy the serum just for the way it smells. But also, the company seems to be a very nice company and geared towards pleasing its customers. That’s something you don’t see very often anymore. I will continue to order from you because of your awesome customer service!",Taylor U.,True,True,0,"{""age"": ""25-34"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Dry""}"
Divi,100ml Scalp Serum,okendo,5d261e1c-20ba-4951-9682-a6635b10b30c,2026-02-25T19:35:08.568Z,5,Scalp Serum,"As a two time cancer, Survivor, this scalp serum is hands-down, the BEST product on the market!  
For the first time, Post chemo, I have new hair growth! Thank you, thank you, thank you!!
PS.  I’m also using the vitamins on a daily basis and I’m having phenomenal results thus far.
Mom of just 2",Peter S.,True,True,2,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum Trio,okendo,ef5e9487-2dc6-4562-9c20-74ccc1a290f7,2026-02-25T19:22:32.103Z,5,You should try this!,love this! Definitely notice a huge difference.,Beatriz D.,True,True,1,"{""age"": ""45-54"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Oily""}"
Divi,30ml Scalp Serum,okendo,64524660-99c1-4633-a9b1-b10fd7f0e1f5,2026-02-25T14:50:57.260Z,5,Delivers,I have been consistently using the Scalp Serum for 6 months. I can honestly say that it does what it says - my hair seems thicker with new growth where I apply it. I am happy with the results and will continue to use use the divi scalp serum,Jana B.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Itchy or Flaky Scalp , Breakage or Split Ends"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Dry""}"
Divi,100ml Scalp Serum,okendo,0064ceb6-8a0f-47d5-81b7-91c7092666f3,2026-02-25T14:31:52.450Z,5,Love the Scalp Serum!,"I have very fine, curly hair. I use Divi Scalp Serum every other day after I wash my hair. My hairdresser always points out the new baby hairs that I have sticking up each time I go see her :)",Debi S.,True,True,0,"{""age"": ""45-54"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Breakage or Split Ends"", ""hair_texture"": ""Curly"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,d767489a-497b-4d7c-881a-119771087245,2026-02-25T14:24:27.472Z,5,Divi Serum reaults,I love this stuff. I love the tingle nd the results. My hair atylist says my hair feel fuller/plumper. And I’ve noticed little baby hairs growing!,Stephanie B.,True,True,1,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Oily""}"
Divi,100ml Scalp Serum,okendo,050b291f-68bd-4afb-8670-47f96924135d,2026-02-22T04:11:20.614Z,5,Love this!,My hair feels thicker since I started using this!,Deanna M.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""I don't have any hair concerns"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,705f7794-20dc-466d-b229-22813fc7452b,2026-02-22T01:52:25.244Z,5,Love this stuff!,I use this stuff religiously and will continue to use it. I have seen less hair in my brush since I have been using this and the shampoo/conditioner combo.,Kim T.,True,True,1,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,8447fd14-9016-4366-b7d4-2267e1076c22,2026-02-21T22:36:48.670Z,5,Feels good,I believe it's doing what it's supposed to do but it definitely feels good and smells good.,Rebecca G.,True,True,0,"{""age"": ""45-54"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,19879960-2420-45df-95d1-6087822a0706,2026-02-21T02:18:49.453Z,5,Loving it so far,It’s only been a month and I feel like there is already a difference in my scalp and the fullness in my hair!,Brandi S.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Breakage or Split Ends"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,54c15b9c-0603-470a-b308-7d90d25e3b97,2026-02-20T18:32:43.946Z,5,Best serum out there,My hair is slowly becoming thicker and healthier.,Bethany B.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Dry""}"
Divi,30ml Scalp Serum,okendo,597f05be-8204-4520-94fa-27a94dccdee2,2026-02-20T18:20:51.727Z,5,Hair serum,"I wasn’t sure if I should trust people I don’t know about hair products. But I noticed a hair stylist that I’ve known since she was little, post Divi hair serum on her Instagram. So I asked her if it was worth it. She said she loves it so I bought the small bottle and the hair growth around my hairline is amazing. I will def be buying another one next week!",Lorie L.,True,True,0,"{""age"": ""45-54"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,3f911cb6-a4f0-4187-b177-2656bf6365d7,2026-02-20T17:23:13.736Z,4,Scalp serum,"I love the fragrance of the serum, scalp feels good, hope my hair grows back and fills in.",Beverly H.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,ea22cc80-dd31-44d4-9e05-46469526a312,2026-02-18T00:14:15.348Z,5,Scalp Serum,Love this product! Has made my hair growth better. Smells so good.,Laura H.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Oily""}"
Divi,30ml Scalp Serum,okendo,b8e12e91-9488-4f52-9bda-fa521c166637,2026-02-17T15:25:31.266Z,4,So Far,"I have been using for about 3 weeks now. It is super easy to use and feels calming.  I haven't see any new growth yet, but I didn't expect to until at least a few more weeks. Will update then!",Sara L.,True,True,0,"{""age"": ""45-54"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,01da9bae-db48-451f-8c61-023ef7fc5c3a,2026-02-16T14:24:00.145Z,5,Hair growth,"I’ve been using DIVI Scalp strum for approximately 8 weeks ( and I’ll admit, I’ve missed days). I have noticed the area I was most concerned with has gotten thicker. I have also noticed new hair growth.  I’m very pleased with this product.",Kelli F.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,116d2371-0894-490f-90b4-9878a9ffb055,2026-02-14T18:30:38.068Z,4,Scalp Serum,I have used this and am seeing a small difference.  Easy to use.,Jennifer M.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum,okendo,31743c7a-79c2-4bd6-ad02-8fc7334f7417,2026-02-12T21:26:21.615Z,5,1st time user,I have been using Divi for almost a month and I am liking the product. It is easy to apply and doesn’t leave my hair greasy.,Emy S.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,d76186be-0238-4b5c-a002-3795a45e399f,2026-02-12T14:18:10.000Z,1,Smells terrible,"Unfortunately, I wasn't aware the serum would have such a strong and unpleasant scent when I purchased and now I am stuck with an unusable bottle and am out $136.00. Be warned!",Colleen,True,False,1,"{""age"": ""35-44"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Itchy or Flaky Scalp"", ""hair_texture"": ""Curly"", ""scalp_type"": ""Dry""}"
Divi,100ml Scalp Serum,okendo,2b1f733a-b3ce-4bd5-b2d3-0ff554c372b4,2026-02-11T16:57:41.331Z,5,Holy hair,Love this serum. My hair dresser recommended it. She said stay consistent and use it for a full month!  I did and I’m hooked. On my fourth bottle and now that my old shampoo poo is about to run out I going to start using the Divi one!!,Marlo E.,True,True,0,"{""age"": ""45-54"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Breakage or Split Ends"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,cab807e4-7727-4075-a36f-4f922d9aa463,2026-02-11T14:33:33.632Z,5,My hairdresser recommended it,Second bottle. I think it's helping. I still haven't figured out the best way to apply with my fine hair to not look greasy but it's definitely better than other products I've tried.,Stephanie W.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Breakage or Split Ends"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Oily""}"
Divi,100ml Scalp Serum,okendo,bb5a6f20-101c-47ac-8905-605b78e9ca53,2026-02-11T12:53:09.564Z,5,Amo,Bom demais,Sheila K.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,ba360879-ed08-4821-b58f-3811bb144cfa,2026-02-09T03:01:24.117Z,5,Hair growth after cancer treatment,"I can't believe how quickly my hair has grown since my chemo treatment, which caused me to go bald. I am so happy with the results of this product. I highly recommend.",Tammy H.,True,True,1,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Curly"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,2b9b6723-0476-46f4-b6ac-bd4196a2ec13,2026-02-09T01:41:22.357Z,5,Actually Works!,Thank you for this great product. I see new hair growing and I am so thankful.,Julie R.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,Scalp Serum Sample,okendo,a426f5e8-1f26-4d29-ba33-dda859a82411,2026-02-08T20:17:55.543Z,5,Great!,Great serum! I have been using for a few years now and it works well and helps keep my scalp clean!,Kimberly R.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""No"", ""hair_concerns"": ""Breakage or Split Ends , Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Dry""}"
Divi,100ml Scalp Serum,okendo,c2f82f32-3ec9-484b-80c5-299df852bba7,2026-02-07T00:31:01.341Z,5,Feel like it’s working,"I have only been using for a month so I can’t say that I have seen new growth in my areas of concern. I do feel like it’s working as I can feel a tingling sensation on my scalp were I’ve been using. I’m hoping to see growth after I’ve used for a least 3 months. I’ve been having issues with my hair growth in certain areas since completing chemo last year, so im keeping my fingers crossed that this will work.",Julie A.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum Duo,okendo,9b9b4824-6da8-4763-8ed6-41d2f17f7bab,2026-02-06T22:31:04.324Z,5,Love divi!,"To start I absolutely love the smell, it feels so good on the scalp and has helped my hair grow back in from what I lost",Katelyn S.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum Trio,okendo,ab8cddb5-0ec2-4450-82fa-b68c4937e397,2026-02-06T20:55:16.797Z,5,I treat this like medicine,This serum stopped all my scalp itching and has been a game changer. Use it all the time.,Matt L.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding, Itchy or Flaky Scalp"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Dry""}"
Divi,100ml Scalp Serum,okendo,a6d47506-3f3a-4719-ac75-aa5654737c69,2026-02-06T13:00:39.455Z,4,Hair serum,Giving a 4stars for now as been using about two months and not seeing a change yet.,Lori C.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,Divi Scalp Serum Trio Bundle / The Horton Special,okendo,147d922a-bfcd-4751-b838-206873d1d7a4,2026-02-05T18:50:25.328Z,5,Hair refresh,Lovely product! Definitely always feel refreshed after using it. My scalp has a nice tingly feeling that always makes me feel great!,Brittany B.,True,True,0,"{""age"": ""25-34"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Oily Scalp"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Oily""}"
Divi,100ml Scalp Serum,okendo,9f0208c6-5226-42bb-8a44-4daa9ccfb14c,2026-02-05T16:46:14.447Z,5,"Seems to be working, but time will tell!","I have been using the product for almost 3 weeks.  So far I have noticed that I am shedding less hair than I was prior to starting the product.  My hair is not noticeably thicker yet, but hoping that in a few months time it will thicken up.  Love the smell of the product and feels nice to get a little scalp rub daily!",Kathryn K.,True,True,0,"{""age"": ""35-44"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum Trio,okendo,b536e47c-0a48-4534-a5a4-27045b62f3f8,2026-02-04T03:17:25.916Z,5,Amazing,Been using this serum for over a year the growth on my hair has been amazing!!,Sara R.,True,True,1,"{""age"": ""45-54"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,2198fc91-6ef7-4fc4-9d38-cc1cd7c335e8,2026-02-03T18:22:37.805Z,5,Great hair product,I can tell if I don’t use this product on a continual based. Divi also has great customer service!,SHERYL E.,True,True,0,"{""age"": ""55+"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Oily""}"
Divi,30ml Scalp Serum Trio,okendo,f3f3f7da-e44e-4211-bfbe-b9e8b788c673,2026-02-02T00:00:01.742Z,5,Amazing serum!!,"I have used this serum consistently for over 3 years now and I’m still so impressed with this product. I lost a lot of hair and after consistent use for almost a year, my hair grew back healthier than ever. It truly changed my life. I love all Divi products and will forever swear by them!!!",Jayne S.,True,True,2,"{""age"": ""25-34"", ""color_treated"": ""Yes"", ""hair_concerns"": ""Hair Thinning or Shedding, Breakage or Split Ends"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
Divi,100ml Scalp Serum,okendo,cb87e0f8-a650-4f50-9ccc-34caee567c75,2026-02-01T00:16:19.795Z,5,Better hair,"After using for a couple months, I can see and feel my hair is growing thicker and feels stronger.",Chris K.,True,True,2,"{""age"": ""55+"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Straight"", ""scalp_type"": ""Normal""}"
Divi,30ml Scalp Serum Trio,okendo,2d169222-a9e5-4f1d-b29d-ca90242f4b87,2026-01-31T15:26:28.772Z,5,Great Product!!,We have used the scalp serum for 2 years! It is fantastic. It works to keep your scalp and hair healthy. It is not oily and can be used daily if needed.,Andrea H.,True,True,0,"{""age"": ""45-54"", ""color_treated"": ""No"", ""hair_concerns"": ""Hair Thinning or Shedding"", ""hair_texture"": ""Wavy"", ""scalp_type"": ""Normal""}"
